County,id2,Population,Deaths,rate,high_rate,low_rate
"Dimmit County, Texas",48127,10794,0.0,0.0,0,1
"Dinwiddie County, Virginia",51053,28144,0.0,0.0,0,1
"District of Columbia, District of Columbia",11001,681170,254.0,3.728878253593082e-05,0,0
"Divide County, North Dakota",38023,2413,0.0,0.0,0,1
"Dixie County, Florida",12029,16300,0.0,0.0,0,1
"Dixon County, Nebraska",31051,5762,0.0,0.0,0,1
"Doddridge County, West Virginia",54017,8413,0.0,0.0,0,1
"Dodge County, Georgia",13091,20563,0.0,0.0,0,1
"Dodge County, Minnesota",27039,20506,13.0,6.339607919633277e-05,0,0
"Dodge County, Nebraska",31053,36757,17.0,4.624969393584895e-05,0,0
"Dodge County, Wisconsin",55027,88068,62.0,7.040014534223555e-05,1,0
"Dolores County, Colorado",8033,2056,0.0,0.0,0,1
"Doniphan County, Kansas",20043,7664,0.0,0.0,0,1
"Donley County, Texas",48129,3405,0.0,0.0,0,1
"Dooly County, Georgia",13093,13763,0.0,0.0,0,1
"Door County, Wisconsin",55029,27587,13.0,4.712364519520064e-05,0,0
"Dorchester County, Maryland",24019,32258,0.0,0.0,0,1
"Dorchester County, South Carolina",45035,153773,74.0,4.812288243059575e-05,0,0
"Dougherty County, Georgia",13095,90017,13.0,1.44417165646489e-05,0,0
"Douglas County, Colorado",8035,328632,189.0,5.7511137077338784e-05,0,0
"Douglas County, Georgia",13097,142224,32.0,2.249971875351558e-05,0,0
"Douglas County, Illinois",17041,19630,0.0,0.0,0,1
"Douglas County, Kansas",20045,119440,47.0,3.935030140656397e-05,0,0
"Douglas County, Minnesota",27041,37456,0.0,0.0,0,1
"Douglas County, Missouri",29067,13358,0.0,0.0,0,1
"Douglas County, Nebraska",31055,554995,262.0,4.7207632501193704e-05,0,0
"Douglas County, Nevada",32005,48020,20.0,4.1649312786339026e-05,0,0
"Douglas County, Oregon",41019,108457,70.0,6.45417077735877e-05,0,0
"Douglas County, South Dakota",46043,2932,0.0,0.0,0,1
"Douglas County, Washington",53017,41327,0.0,0.0,0,1
"Douglas County, Wisconsin",55031,43509,19.0,4.3669125927968924e-05,0,0
"Do̱a Ana County, New Mexico",35013,214207,113.0,5.2752711162567046e-05,0,0
"Drew County, Arkansas",5043,18651,0.0,0.0,0,1
"DuPage County, Illinois",17043,929368,522.0,5.6167201797350456e-05,0,0
"Dubois County, Indiana",18037,42552,16.0,3.760105282947922e-05,0,0
"Dubuque County, Iowa",19061,97003,55.0,5.669927734193788e-05,0,0
"Duchesne County, Utah",49013,20337,13.0,6.392289914933373e-05,0,0
"Dukes County, Massachusetts",25007,17246,0.0,0.0,0,1
"Dundy County, Nebraska",31057,1831,0.0,0.0,0,1
"Dunklin County, Missouri",29069,30535,11.0,3.602423448501719e-05,0,0
"Dunn County, North Dakota",38025,4366,0.0,0.0,0,1
"Dunn County, Wisconsin",55033,44704,11.0,2.4606299212598425e-05,0,0
"Duplin County, North Carolina",37061,58969,13.0,2.2045481524190675e-05,0,0
"Durham County, North Carolina",37063,306212,100.0,3.265711337243478e-05,0,0
"Dutchess County, New York",36027,294473,153.0,5.19572252804162e-05,0,0
"Duval County, Florida",12031,926255,564.0,6.089035956621017e-05,0,0
"Duval County, Texas",48131,11428,0.0,0.0,0,1
"Dyer County, Tennessee",47045,37708,14.0,3.7127400021215654e-05,0,0
"Eagle County, Colorado",8037,53989,16.0,2.963566652466243e-05,0,0
"Early County, Georgia",13099,10339,0.0,0.0,0,1
"East Baton Rouge Parish, Louisiana",22033,447037,117.0,2.617233025454269e-05,0,0
"East Carroll Parish, Louisiana",22035,7271,0.0,0.0,0,1
"East Feliciana Parish, Louisiana",22037,19683,0.0,0.0,0,1
"Eastland County, Texas",48133,18274,0.0,0.0,0,1
"Eaton County, Michigan",26045,109160,49.0,4.488823744961524e-05,0,0
"Eau Claire County, Wisconsin",55035,102965,50.0,4.85601903559462e-05,0,0
"Echols County, Georgia",13101,3962,0.0,0.0,0,1
"Ector County, Texas",48135,157462,69.0,4.382009627719704e-05,0,0
"Eddy County, New Mexico",35015,57621,23.0,3.991600284618455e-05,0,0
"Eddy County, North Dakota",38027,2358,0.0,0.0,0,1
"Edgar County, Illinois",17045,17566,14.0,7.9699419332802e-05,1,0
"Edgecombe County, North Carolina",37065,53318,0.0,0.0,0,1
"Edgefield County, South Carolina",45037,26358,0.0,0.0,0,1
"Edmonson County, Kentucky",21061,12114,0.0,0.0,0,1
"Edmunds County, South Dakota",46045,3952,0.0,0.0,0,1
"Edwards County, Illinois",17047,6523,0.0,0.0,0,1
"Edwards County, Kansas",20047,2938,0.0,0.0,0,1
"Edwards County, Texas",48137,1911,0.0,0.0,0,1
"Effingham County, Georgia",13103,58712,14.0,2.38452105191443e-05,0,0
"Effingham County, Illinois",17049,34386,12.0,3.4897923573547374e-05,0,0
"El Dorado County, California",6017,185625,115.0,6.195286195286196e-05,0,0
"El Paso County, Colorado",8041,688284,630.0,9.153198389037083e-05,1,0
"El Paso County, Texas",48141,837918,286.0,3.413221818841462e-05,0,0
"Elbert County, Colorado",8039,25231,11.0,4.3597162221077245e-05,0,0
"Elbert County, Georgia",13105,19143,0.0,0.0,0,1
"Elk County, Kansas",20049,2547,0.0,0.0,0,1
"Elk County, Pennsylvania",42047,30480,0.0,0.0,0,1
"Elkhart County, Indiana",18039,203781,74.0,3.631349340713805e-05,0,0
"Elko County, Nevada",32007,52168,13.0,2.491949087563257e-05,0,0
"Elliott County, Kentucky",21063,7588,0.0,0.0,0,1
"Ellis County, Kansas",20051,28893,10.0,3.461045928079466e-05,0,0
"Ellis County, Oklahoma",40045,4080,0.0,0.0,0,1
"Ellis County, Texas",48139,168499,29.0,1.72107846337367e-05,0,0
"Ellsworth County, Kansas",20053,6328,0.0,0.0,0,1
"Elmore County, Alabama",1051,81799,19.0,2.32276678199e-05,0,0
"Elmore County, Idaho",16039,26018,0.0,0.0,0,1
"Emanuel County, Georgia",13107,22635,0.0,0.0,0,1
"Emery County, Utah",49015,10216,0.0,0.0,0,1
"Emmet County, Iowa",19063,9658,0.0,0.0,0,1
"Emmet County, Michigan",26047,33182,10.0,3.013682116810319e-05,0,0
"Emmons County, North Dakota",38029,3346,0.0,0.0,0,1
"Emporia city, Virginia",51595,5305,0.0,0.0,0,1
"Erath County, Texas",48143,41659,13.0,3.1205741856501594e-05,0,0
"Erie County, New York",36029,921046,634.0,6.883478132471125e-05,1,0
"Erie County, Ohio",39043,75107,16.0,2.130294113731077e-05,0,0
"Erie County, Pennsylvania",42049,276207,175.0,6.335827839265478e-05,0,0
"Escambia County, Alabama",1053,37728,0.0,0.0,0,1
"Escambia County, Florida",12033,315187,180.0,5.710895436677274e-05,0,0
"Esmeralda County, Nevada",32009,790,0.0,0.0,0,1
"Essex County, Massachusetts",25009,779018,472.0,6.058910063695576e-05,0,0
"Essex County, New Jersey",34013,796914,300.0,3.7645216422349215e-05,0,0
"Essex County, New York",36031,38102,0.0,0.0,0,1
"Essex County, Vermont",50009,6176,0.0,0.0,0,1
"Essex County, Virginia",51057,11123,0.0,0.0,0,1
"Estill County, Kentucky",21065,14307,0.0,0.0,0,1
"Etowah County, Alabama",1055,102564,33.0,3.217503217503217e-05,0,0
"Eureka County, Nevada",32011,1917,0.0,0.0,0,1
"Evangeline Parish, Louisiana",22039,33709,10.0,2.9665667922513276e-05,0,0
"Evans County, Georgia",13109,10670,0.0,0.0,0,1
"Fairbanks North Star Borough, Alaska",2090,100605,32.0,3.180756423636996e-05,0,0
"Fairfax County, Virginia",51059,1138652,560.0,4.9180961347277304e-05,0,0
"Fairfax city, Virginia",51600,24164,0.0,0.0,0,1
"Fairfield County, Connecticut",9001,944177,502.0,5.316799710223825e-05,0,0
"Fairfield County, Ohio",39045,152597,37.0,2.4246872481110377e-05,0,0
"Fairfield County, South Carolina",45039,22653,0.0,0.0,0,1
"Fall River County, South Dakota",46047,6849,0.0,0.0,0,1
"Fallon County, Montana",30025,3120,0.0,0.0,0,1
"Falls Church city, Virginia",51610,14014,0.0,0.0,0,1
"Falls County, Texas",48145,17273,0.0,0.0,0,1
"Fannin County, Georgia",13111,24900,0.0,0.0,0,1
"Fannin County, Texas",48147,34031,17.0,4.995445329258617e-05,0,0
"Faribault County, Minnesota",27043,13935,0.0,0.0,0,1
"Faulk County, South Dakota",46049,2354,0.0,0.0,0,1
"Faulkner County, Arkansas",5045,122227,47.0,3.845304229016502e-05,0,0
"Fauquier County, Virginia",51061,69069,25.0,3.6195688369601414e-05,0,0
"Fayette County, Alabama",1057,16546,0.0,0.0,0,1
"Fayette County, Georgia",13113,111627,20.0,1.7916812240766124e-05,0,0
"Fayette County, Illinois",17051,21789,0.0,0.0,0,1
"Fayette County, Indiana",18041,23331,14.0,6.000600060006001e-05,0,0
"Fayette County, Iowa",19065,20054,15.0,7.479804527775008e-05,1,0
"Fayette County, Kentucky",21067,318449,125.0,3.925275318810861e-05,0,0
"Fayette County, Ohio",39047,28676,0.0,0.0,0,1
"Fayette County, Pennsylvania",42051,132733,64.0,4.821709748141005e-05,0,0
"Fayette County, Tennessee",47047,39590,0.0,0.0,0,1
"Fayette County, Texas",48149,25149,0.0,0.0,0,1
"Fayette County, West Virginia",54019,44323,16.0,3.609863953252262e-05,0,0
"Fentress County, Tennessee",47049,18033,10.0,5.545389009038984e-05,0,0
"Fergus County, Montana",30027,11413,0.0,0.0,0,1
"Ferry County, Washington",53019,7614,0.0,0.0,0,1
"Fillmore County, Minnesota",27045,21003,0.0,0.0,0,1
"Fillmore County, Nebraska",31059,5720,0.0,0.0,0,1
"Finney County, Kansas",20055,36722,12.0,3.267795871684549e-05,0,0
"Fisher County, Texas",48151,3854,0.0,0.0,0,1
"Flagler County, Florida",12035,108310,63.0,5.816637429600222e-05,0,0
"Flathead County, Montana",30029,98082,49.0,4.9958198242287066e-05,0,0
"Fleming County, Kentucky",21069,14507,0.0,0.0,0,1
"Florence County, South Carolina",45041,138742,25.0,1.8019056954635223e-05,0,0
"Florence County, Wisconsin",55037,4456,0.0,0.0,0,1
"Floyd County, Georgia",13115,96560,31.0,3.2104391052195525e-05,0,0
"Floyd County, Indiana",18043,76990,25.0,3.247174957786725e-05,0,0
"Floyd County, Iowa",19067,15873,0.0,0.0,0,1
"Floyd County, Kentucky",21071,37110,0.0,0.0,0,1
"Floyd County, Texas",48153,5917,0.0,0.0,0,1
"Floyd County, Virginia",51063,15731,0.0,0.0,0,1
"Fluvanna County, Virginia",51065,26271,0.0,0.0,0,1
"Foard County, Texas",48155,1183,0.0,0.0,0,1
"Fond du Lac County, Wisconsin",55039,102144,36.0,3.524436090225564e-05,0,0
"Ford County, Illinois",17053,13575,0.0,0.0,0,1
"Ford County, Kansas",20057,33971,13.0,3.826793441464779e-05,0,0
"Forest County, Pennsylvania",42053,7321,0.0,0.0,0,1
"Forest County, Wisconsin",55041,9064,0.0,0.0,0,1
"Forrest County, Mississippi",28035,75979,16.0,2.105845036128404e-05,0,0
"Forsyth County, Georgia",13117,221009,56.0,2.533833463795592e-05,0,0
"Forsyth County, North Carolina",37067,371511,179.0,4.818161508003801e-05,0,0
"Fort Bend County, Texas",48157,741237,156.0,2.1045900299094623e-05,0,0
"Foster County, North Dakota",38031,3303,0.0,0.0,0,1
"Fountain County, Indiana",18045,16486,0.0,0.0,0,1
"Franklin County, Alabama",1059,31628,0.0,0.0,0,1
"Franklin County, Arkansas",5047,17626,14.0,7.942811755361398e-05,1,0
"Franklin County, Florida",12037,11901,0.0,0.0,0,1
"Franklin County, Georgia",13119,22320,0.0,0.0,0,1
"Franklin County, Idaho",16041,13406,0.0,0.0,0,1
"Franklin County, Illinois",17055,39156,17.0,4.3416079272652975e-05,0,0
"Franklin County, Indiana",18047,22715,10.0,4.402377283733216e-05,0,0
"Franklin County, Iowa",19069,10170,0.0,0.0,0,1
"Franklin County, Kansas",20059,25560,0.0,0.0,0,1
"Franklin County, Kentucky",21073,50560,13.0,2.5712025316455696e-05,0,0
"Franklin County, Maine",23007,30001,0.0,0.0,0,1
"Franklin County, Massachusetts",25011,70382,27.0,3.836208121394675e-05,0,0
"Franklin County, Mississippi",28037,7782,0.0,0.0,0,1
"Franklin County, Missouri",29071,102838,57.0,5.542698224391762e-05,0,0
"Franklin County, Nebraska",31061,3014,0.0,0.0,0,1
"Franklin County, New York",36033,50409,20.0,3.967545477990041e-05,0,0
"Franklin County, North Carolina",37069,64705,22.0,3.400046364268604e-05,0,0
"Franklin County, Ohio",39049,1264518,628.0,4.966319182486924e-05,0,0
"Franklin County, Pennsylvania",42055,153851,83.0,5.39483006285302e-05,0,0
"Franklin County, Tennessee",47051,41700,0.0,0.0,0,1
"Franklin County, Texas",48159,10607,0.0,0.0,0,1
"Franklin County, Vermont",50011,48915,12.0,2.4532352039251762e-05,0,0
"Franklin County, Virginia",51067,56069,16.0,2.8536267812873423e-05,0,0
"Franklin County, Washington",53021,90160,22.0,2.4401064773735582e-05,0,0
"Franklin Parish, Louisiana",22041,20330,0.0,0.0,0,1
"Franklin city, Virginia",51620,8306,0.0,0.0,0,1
"Frederick County, Maryland",24021,247591,91.0,3.675416311578369e-05,0,0
"Frederick County, Virginia",51069,84421,38.0,4.5012496890584094e-05,0,0
"Fredericksburg city, Virginia",51630,28297,0.0,0.0,0,1
"Freeborn County, Minnesota",27047,30446,11.0,3.6129540826381135e-05,0,0
"Freestone County, Texas",48161,19624,0.0,0.0,0,1
"Fremont County, Colorado",8043,47446,49.0,0.00010327530244910003,1,0
"Fremont County, Idaho",16043,12943,0.0,0.0,0,1
"Fremont County, Iowa",19071,6950,0.0,0.0,0,1
"Fremont County, Wyoming",56013,40242,26.0,6.460911485512649e-05,0,0
"Fresno County, California",6019,979915,491.0,5.010638677844507e-05,0,0
"Frio County, Texas",48163,18956,0.0,0.0,0,1
"Frontier County, Nebraska",31063,2621,0.0,0.0,0,1
"Fulton County, Arkansas",5049,12123,0.0,0.0,0,1
"Fulton County, Georgia",13121,1023336,457.0,4.4657864083741804e-05,0,0
"Fulton County, Illinois",17057,35536,22.0,6.190904997748762e-05,0,0
"Fulton County, Indiana",18049,20139,0.0,0.0,0,1
"Fulton County, Kentucky",21075,6179,0.0,0.0,0,1
"Fulton County, New York",36035,53828,22.0,4.0870922196626294e-05,0,0
"Fulton County, Ohio",39051,42514,21.0,4.939549324928259e-05,0,0
"Fulton County, Pennsylvania",42057,14640,0.0,0.0,0,1
"Furnas County, Nebraska",31065,4787,0.0,0.0,0,1
"Gadsden County, Florida",12039,46006,10.0,2.173629526583489e-05,0,0
"Gage County, Nebraska",31067,21799,10.0,4.587366392953805e-05,0,0
"Gaines County, Texas",48165,20478,0.0,0.0,0,1
"Galax city, Virginia",51640,6775,0.0,0.0,0,1
"Gallatin County, Illinois",17059,5212,0.0,0.0,0,1
"Gallatin County, Kentucky",21077,8609,0.0,0.0,0,1
"Gallatin County, Montana",30031,104502,34.0,3.253526248301468e-05,0,0
"Gallia County, Ohio",39053,30015,10.0,3.3316674995835414e-05,0,0
"Galveston County, Texas",48167,329431,142.0,4.3104625854883115e-05,0,0
"Garden County, Nebraska",31069,1930,0.0,0.0,0,1
"Garfield County, Colorado",8045,58887,38.0,6.453037172890451e-05,0,0
"Garfield County, Montana",30033,1310,0.0,0.0,0,1
"Garfield County, Nebraska",31071,2011,0.0,0.0,0,1
"Garfield County, Oklahoma",40047,62603,28.0,4.472629107231283e-05,0,0
"Garfield County, Utah",49017,4986,0.0,0.0,0,1
"Garfield County, Washington",53023,2247,0.0,0.0,0,1
"Garland County, Arkansas",5051,97477,86.0,8.822594047826667e-05,1,0
"Garrard County, Kentucky",21079,17292,0.0,0.0,0,1
"Garrett County, Maryland",24023,29425,0.0,0.0,0,1
"Garvin County, Oklahoma",40049,27838,14.0,5.0290969178820316e-05,0,0
"Garza County, Texas",48169,6442,0.0,0.0,0,1
"Gasconade County, Missouri",29073,14808,0.0,0.0,0,1
"Gaston County, North Carolina",37071,216965,115.0,5.300394072776715e-05,0,0
"Gates County, North Carolina",37073,11478,0.0,0.0,0,1
"Geary County, Kansas",20061,35586,15.0,4.2151407857022424e-05,0,0
"Geauga County, Ohio",39055,94060,47.0,4.9968105464597064e-05,0,0
"Gem County, Idaho",16045,17184,0.0,0.0,0,1
"Genesee County, Michigan",26049,408615,209.0,5.1148391517687796e-05,0,0
"Genesee County, New York",36037,58482,16.0,2.7358845456721727e-05,0,0
"Geneva County, Alabama",1061,26614,0.0,0.0,0,1
"Gentry County, Missouri",29075,6661,0.0,0.0,0,1
"George County, Mississippi",28039,23695,0.0,0.0,0,1
"Georgetown County, South Carolina",45043,61399,18.0,2.931643837847522e-05,0,0
"Gibson County, Indiana",18051,33703,16.0,4.7473518677862505e-05,0,0
"Gibson County, Tennessee",47053,49401,17.0,3.4412258861156653e-05,0,0
"Gila County, Arizona",4007,53556,33.0,6.161774591082232e-05,0,0
"Gilchrist County, Florida",12041,17212,0.0,0.0,0,1
"Giles County, Tennessee",47055,29307,11.0,3.753369502166718e-05,0,0
"Giles County, Virginia",51071,16857,0.0,0.0,0,1
"Gillespie County, Texas",48171,26521,10.0,3.7705968854869723e-05,0,0
"Gilliam County, Oregon",41021,1854,0.0,0.0,0,1
"Gilmer County, Georgia",13123,29733,0.0,0.0,0,1
"Gilmer County, West Virginia",54021,8249,0.0,0.0,0,1
"Gilpin County, Colorado",8047,5931,0.0,0.0,0,1
"Glacier County, Montana",30035,13694,0.0,0.0,0,1
"Glades County, Florida",12043,13970,0.0,0.0,0,1
"Gladwin County, Michigan",26051,25122,0.0,0.0,0,1
"Glascock County, Georgia",13125,3006,0.0,0.0,0,1
"Glasscock County, Texas",48173,1314,0.0,0.0,0,1
"Glenn County, California",6021,28085,11.0,3.9166815025814495e-05,0,0
"Gloucester County, New Jersey",34015,292330,175.0,5.9863852495467453e-05,0,0
"Gloucester County, Virginia",51073,37214,25.0,6.717901864889558e-05,0,0
"Glynn County, Georgia",13127,84502,18.0,2.130127097583489e-05,0,0
"Gogebic County, Michigan",26053,15243,0.0,0.0,0,1
"Golden Valley County, Montana",30037,831,0.0,0.0,0,1
"Golden Valley County, North Dakota",38033,1817,0.0,0.0,0,1
"Goliad County, Texas",48175,7517,0.0,0.0,0,1
"Gonzales County, Texas",48177,20876,0.0,0.0,0,1
"Goochland County, Virginia",51075,22668,10.0,4.411505205576143e-05,0,0
"Goodhue County, Minnesota",27049,46676,19.0,4.070614448538864e-05,0,0
"Gooding County, Idaho",16047,15185,0.0,0.0,0,1
"Gordon County, Georgia",13129,56904,23.0,4.041895121608323e-05,0,0
"Goshen County, Wyoming",56015,13390,0.0,0.0,0,1
"Gosper County, Nebraska",31073,1971,0.0,0.0,0,1
"Gove County, Kansas",20063,2589,0.0,0.0,0,1
"Grady County, Georgia",13131,24808,0.0,0.0,0,1
"Grady County, Oklahoma",40051,54655,21.0,3.842283414143262e-05,0,0
"Grafton County, New Hampshire",33009,88888,25.0,2.812528125281253e-05,0,0
"Graham County, Arizona",4009,37599,28.0,7.447006569323652e-05,1,0
"Graham County, Kansas",20065,2564,0.0,0.0,0,1
"Graham County, North Carolina",37075,8558,0.0,0.0,0,1
"Grainger County, Tennessee",47057,23072,10.0,4.334257975034674e-05,0,0
"Grand County, Colorado",8049,15008,0.0,0.0,0,1
"Grand County, Utah",49019,9579,0.0,0.0,0,1
"Grand Forks County, North Dakota",38035,71083,27.0,3.798376545728233e-05,0,0
"Grand Isle County, Vermont",50013,6919,0.0,0.0,0,1
"Grand Traverse County, Michigan",26055,92084,56.0,6.081403935537118e-05,0,0
"Granite County, Montana",30039,3368,0.0,0.0,0,1
"Grant County, Arkansas",5053,18082,0.0,0.0,0,1
"Grant County, Indiana",18053,66937,21.0,3.1372783363461166e-05,0,0
"Grant County, Kansas",20067,7646,0.0,0.0,0,1
"Grant County, Kentucky",21081,24923,15.0,6.018537094250291e-05,0,0
"Grant County, Minnesota",27051,5956,0.0,0.0,0,1
"Grant County, Nebraska",31075,641,0.0,0.0,0,1
"Grant County, New Mexico",35017,28280,34.0,0.00012022630834512023,1,0
"Grant County, North Dakota",38037,2377,0.0,0.0,0,1
"Grant County, Oklahoma",40053,4465,0.0,0.0,0,1
"Grant County, Oregon",41023,7158,0.0,0.0,0,1
"Grant County, South Dakota",46051,7148,0.0,0.0,0,1
"Grant County, Washington",53025,93546,21.0,2.2448848694759797e-05,0,0
"Grant County, West Virginia",54023,11732,0.0,0.0,0,1
"Grant County, Wisconsin",55043,52214,0.0,0.0,0,1
"Grant Parish, Louisiana",22043,22365,0.0,0.0,0,1
"Granville County, North Carolina",37077,59031,12.0,2.0328302078568888e-05,0,0
"Gratiot County, Michigan",26057,41202,10.0,2.4270666472501336e-05,0,0
"Graves County, Kentucky",21083,37182,0.0,0.0,0,1
"Gray County, Kansas",20069,6034,0.0,0.0,0,1
"Gray County, Texas",48179,22725,0.0,0.0,0,1
"Grays Harbor County, Washington",53027,71628,35.0,4.886357290445077e-05,0,0
"Grayson County, Kentucky",21085,26184,0.0,0.0,0,1
"Grayson County, Texas",48181,128235,62.0,4.834873474480446e-05,0,0
"Grayson County, Virginia",51077,15107,0.0,0.0,0,1
"Greeley County, Kansas",20071,1296,0.0,0.0,0,1
"Greeley County, Nebraska",31077,2399,0.0,0.0,0,1
"Green County, Kentucky",21087,11060,0.0,0.0,0,1
"Green County, Wisconsin",55045,37075,10.0,2.6972353337828724e-05,0,0
"Green Lake County, Wisconsin",55047,18719,0.0,0.0,0,1
"Greenbrier County, West Virginia",54025,35279,12.0,3.4014569573967516e-05,0,0
"Greene County, Alabama",1063,8422,0.0,0.0,0,1
"Greene County, Arkansas",5055,44598,11.0,2.466478317413337e-05,0,0
"Greene County, Georgia",13133,17003,0.0,0.0,0,1
"Greene County, Illinois",17061,13093,0.0,0.0,0,1
"Greene County, Indiana",18055,32211,0.0,0.0,0,1
"Greene County, Iowa",19073,9011,0.0,0.0,0,1
"Greene County, Mississippi",28041,13408,0.0,0.0,0,1
"Greene County, Missouri",29077,288690,169.0,5.8540302746891127e-05,0,0
"Greene County, New York",36039,47508,25.0,5.262271617411804e-05,0,0
"Greene County, North Carolina",37079,21168,0.0,0.0,0,1
"Greene County, Ohio",39057,164765,74.0,4.4912451066670715e-05,0,0
"Greene County, Pennsylvania",42059,37197,15.0,4.032583272844584e-05,0,0
"Greene County, Tennessee",47059,68615,22.0,3.206295999417037e-05,0,0
"Greene County, Virginia",51079,19371,0.0,0.0,0,1
"Greenlee County, Arizona",4011,9613,0.0,0.0,0,1
"Greensville County, Virginia",51081,11706,0.0,0.0,0,1
"Greenup County, Kentucky",21089,35893,0.0,0.0,0,1
"Greenville County, South Carolina",45045,498766,275.0,5.513607583516118e-05,0,0
"Greenwood County, Kansas",20073,6151,0.0,0.0,0,1
"Greenwood County, South Carolina",45047,70133,26.0,3.7072419545720275e-05,0,0
"Greer County, Oklahoma",40055,5998,0.0,0.0,0,1
"Gregg County, Texas",48183,123745,51.0,4.121378641561275e-05,0,0
"Gregory County, South Dakota",46053,4171,0.0,0.0,0,1
"Grenada County, Mississippi",28043,21275,0.0,0.0,0,1
"Griggs County, North Dakota",38039,2277,0.0,0.0,0,1
"Grimes County, Texas",48185,27671,0.0,0.0,0,1
"Grundy County, Illinois",17063,50437,16.0,3.172274322422031e-05,0,0
"Grundy County, Iowa",19075,12313,0.0,0.0,0,1
"Grundy County, Missouri",29079,10165,0.0,0.0,0,1
"Grundy County, Tennessee",47061,13389,0.0,0.0,0,1
"Guadalupe County, New Mexico",35019,4376,0.0,0.0,0,1
"Guadalupe County, Texas",48187,155265,43.0,2.7694586674395387e-05,0,0
"Guernsey County, Ohio",39059,39063,18.0,4.607941018354965e-05,0,0
"Guilford County, North Carolina",37081,521330,191.0,3.663706289682159e-05,0,0
"Gulf County, Florida",12045,15990,0.0,0.0,0,1
"Gunnison County, Colorado",8051,16408,0.0,0.0,0,1
"Guthrie County, Iowa",19077,10625,0.0,0.0,0,1
"Gwinnett County, Georgia",13135,907135,357.0,3.935467157589554e-05,0,0
"Haakon County, South Dakota",46055,1892,0.0,0.0,0,1
"Habersham County, Georgia",13137,44246,13.0,2.93811869999548e-05,0,0
"Haines Borough, Alaska",2100,2496,0.0,0.0,0,1
"Hale County, Alabama",1065,14952,0.0,0.0,0,1
"Hale County, Texas",48189,34263,11.0,3.2104602632577415e-05,0,0
"Halifax County, North Carolina",37083,51766,0.0,0.0,0,1
"Halifax County, Virginia",51083,34992,0.0,0.0,0,1
"Hall County, Georgia",13139,196637,63.0,3.2038731266241856e-05,0,0
"Hall County, Nebraska",31079,61705,20.0,3.2412284255732926e-05,0,0
"Hall County, Texas",48191,3138,0.0,0.0,0,1
"Hamblen County, Tennessee",47063,63785,43.0,6.741396880144235e-05,0,0
"Hamilton County, Florida",12047,14361,0.0,0.0,0,1
"Hamilton County, Illinois",17065,8061,0.0,0.0,0,1
"Hamilton County, Indiana",18057,316373,117.0,3.698166404844914e-05,0,0
"Hamilton County, Iowa",19079,15076,0.0,0.0,0,1
"Hamilton County, Kansas",20075,2536,0.0,0.0,0,1
"Hamilton County, Nebraska",31081,9186,0.0,0.0,0,1
"Hamilton County, New York",36041,4542,0.0,0.0,0,1
"Hamilton County, Ohio",39061,809099,470.0,5.808930674738196e-05,0,0
"Hamilton County, Tennessee",47065,357738,131.0,3.661897813483611e-05,0,0
"Hamilton County, Texas",48193,8304,0.0,0.0,0,1
"Hamlin County, South Dakota",46057,6028,0.0,0.0,0,1
"Hampden County, Massachusetts",25013,468467,312.0,6.660020876603902e-05,0,0
"Hampshire County, Massachusetts",25015,161816,71.0,4.387699609432936e-05,0,0
"Hampshire County, West Virginia",54027,23301,0.0,0.0,0,1
"Hampton County, South Carolina",45049,19922,0.0,0.0,0,1
"Hampton city, Virginia",51650,135410,40.0,2.953991581123994e-05,0,0
"Hancock County, Georgia",13141,8640,0.0,0.0,0,1
"Hancock County, Illinois",17067,18508,0.0,0.0,0,1
"Hancock County, Indiana",18059,73717,34.0,4.61223327048035e-05,0,0
"Hancock County, Iowa",19081,10835,0.0,0.0,0,1
"Hancock County, Kentucky",21091,8810,0.0,0.0,0,1
"Hancock County, Maine",23009,54419,29.0,5.329021113949172e-05,0,0
"Hancock County, Mississippi",28045,46791,31.0,6.62520570195123e-05,0,0
"Hancock County, Ohio",39063,75872,20.0,2.6360185575706452e-05,0,0
"Hancock County, Tennessee",47067,6577,11.0,0.0001672495058537327,1,0
"Hancock County, West Virginia",54029,29590,0.0,0.0,0,1
"Hand County, South Dakota",46059,3319,0.0,0.0,0,1
"Hanover County, Virginia",51085,104392,31.0,2.969576212736608e-05,0,0
"Hansford County, Texas",48195,5538,0.0,0.0,0,1
"Hanson County, South Dakota",46061,3374,0.0,0.0,0,1
"Haralson County, Georgia",13143,29042,13.0,4.476275738585497e-05,0,0
"Hardee County, Florida",12049,27360,0.0,0.0,0,1
"Hardeman County, Tennessee",47069,25435,0.0,0.0,0,1
"Hardeman County, Texas",48197,3906,0.0,0.0,0,1
"Hardin County, Illinois",17069,4024,0.0,0.0,0,1
"Hardin County, Iowa",19083,17226,0.0,0.0,0,1
"Hardin County, Kentucky",21093,107316,48.0,4.472772000447277e-05,0,0
"Hardin County, Ohio",39065,31474,0.0,0.0,0,1
"Hardin County, Tennessee",47071,25679,0.0,0.0,0,1
"Hardin County, Texas",48199,56322,23.0,4.083661801782607e-05,0,0
"Harding County, New Mexico",35021,665,0.0,0.0,0,1
"Harding County, South Dakota",46063,1278,0.0,0.0,0,1
"Hardy County, West Virginia",54031,13889,0.0,0.0,0,1
"Harford County, Maryland",24025,251032,132.0,5.258293763344912e-05,0,0
"Harlan County, Kentucky",21095,27168,0.0,0.0,0,1
